Unix_Time_Hour,Unix_Time_Min,Unix_Time_Sec,Elapse,Time,q_1,q_2,q_3,q_4,q_5,q_6,qd_1,qd_2,qd_3,qd_4,qd_5,qd_6,EffectiveMass_1,EffectiveMass_2,EffectiveMass_3,EffectiveMass_4,EffectiveMass_5,EffectiveMass_6,EffectiveMass_7,EffectiveMass_8,EffectiveMass_9,EffectiveMass_10,ImpactVelNorm_1,ImpactVelNorm_2,ImpactVelNorm_3,ImpactVelNorm_4,ImpactVelNorm_5,ImpactVelNorm_6,ImpactVelNorm_7,ImpactVelNorm_8,ImpactVelNorm_9,ImpactVelNorm_10,ImpactVelDirNorm_1,ImpactVelDirNorm_2,ImpactVelDirNorm_3,ImpactVelDirNorm_4,ImpactVelDirNorm_5,ImpactVelDirNorm_6,ImpactVelDirNorm_7,ImpactVelDirNorm_8,ImpactVelDirNorm_9,ImpactVelDirNorm_10,ImpactVelAlphaNorm_1,ImpactVelAlphaNorm_2,ImpactVelAlphaNorm_3,ImpactVelAlphaNorm_4,ImpactVelAlphaNorm_5,ImpactVelAlphaNorm_6,ImpactVelAlphaNorm_7,ImpactVelAlphaNorm_8,ImpactVelAlphaNorm_9,ImpactVelAlphaNorm_10,Force_1,Force_2,Force_3,Force_4,Force_5,Force_6,Force_7,Force_8,Force_9,Force_10,Pressure_1,Pressure_2,Pressure_3,Pressure_4,Pressure_5,Pressure_6,Pressure_7,Pressure_8,Pressure_9,Pressure_10,MaxCRI,CRI_1,CRI_2,CRI_3,CRI_4,CRI_5,CRI_6,CRI_7,CRI_8,CRI_9,CRI_10,MaxModiCRI,ModiCRI_1,ModiCRI_2,ModiCRI_3,ModiCRI_4,ModiCRI_5,ModiCRI_6,ModiCRI_7,ModiCRI_8,ModiCRI_9,ModiCRI_10,ImpactPosList_1,ImpactPosList_1,ImpactPosList_1,ImpactPosList_2,ImpactPosList_2,ImpactPosList_2,ImpactPosList_3,ImpactPosList_3,ImpactPosList_3,ImpactPosList_4,ImpactPosList_4,ImpactPosList_4,ImpactPosList_5,ImpactPosList_5,ImpactPosList_5,ImpactPosList_6,ImpactPosList_6,ImpactPosList_6,ImpactPosList_7,ImpactPosList_7,ImpactPosList_7,ImpactPosList_8,ImpactPosList_8,ImpactPosList_8,ImpactPosList_9,ImpactPosList_9,ImpactPosList_9,ImpactPosList_10,ImpactPosList_10,ImpactPosList_10,BoxInOutIndex_1,BoxInOutIndex_2,BoxInOutIndex_3,BoxInOutIndex_4,BoxInOutIndex_5,BoxInOutIndex_6,BoxInOutIndex_7,BoxInOutIndex_8,BoxInOutIndex_9,BoxInOutIndex_10,AssignBoxIndex_1,AssignBoxIndex_2,AssignBoxIndex_3,AssignBoxIndex_4,AssignBoxIndex_5,AssignBoxIndex_6,AssignBoxIndex_7,AssignBoxIndex_8,AssignBoxIndex_9,AssignBoxIndex_10,OverlappedBoxIndex_1,OverlappedBoxIndex_2,OverlappedBoxIndex_3,OverlappedBoxIndex_4,OverlappedBoxIndex_5,OverlappedBoxIndex_6,OverlappedBoxIndex_7,OverlappedBoxIndex_8,OverlappedBoxIndex_9,OverlappedBoxIndex_10,MinScale,Scale_1,Scale_2,Scale_3,Scale_4,Scale_5,Scale_6,Scale_7,Scale_8,Scale_9,Scale_10,MinModiScale,ModiScale_1,ModiScale_2,ModiScale_3,ModiScale_4,ModiScale_5,ModiScale_6,ModiScale_7,ModiScale_8,ModiScale_9,ModiScale_10,ColliAlpha_1,ColliAlpha_2,ColliAlpha_3,ColliAlpha_4,ColliAlpha_5,ColliAlpha_6,ColliAlpha_7,ColliAlpha_8,ColliAlpha_9,ColliAlpha_10,BasePosition_1,BasePosition_2,BasePosition_3,MotionDivisionIndex,
12,10,30,0.683300,0.000000,0.319136,1.665088,-1.439640,1.333063,-1.604869,-0.093996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,165.200000,-56.474343,170.911230,165.200000,-113.340187,152.121001,798.474358,-72.647286,28.969964,798.474358,443.677246,199.579518,923.189104,410.420133,300.227242,923.189104,511.060263,333.481846,921.886918,579.682268,361.300329,857.621259,579.585310,357.680517,757.686842,510.950555,329.386029,808.811126,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,1.500000,1.500000,0.785398,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0,
12,10,30,0.535900,1.000000,0.319136,1.665088,-1.439640,1.333063,-1.604869,-0.093996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,165.200000,-56.474343,170.911230,165.200000,-113.340187,152.121001,798.474358,-72.647286,28.969964,798.474358,443.677246,199.579518,923.189104,410.420133,300.227242,923.189104,511.060263,333.481846,921.886918,579.682268,361.300329,857.621259,579.585310,357.680517,757.686842,510.950555,329.386029,808.811126,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,1.500000,1.500000,0.785398,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0,
12,10,30,0.352700,2.000000,0.319136,1.665081,-1.439640,1.333063,-1.604869,-0.093996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,165.200000,-56.474343,170.911230,165.200000,-113.336449,152.122236,798.474731,-72.643548,28.971200,798.474731,443.681721,199.580996,923.186096,410.424608,300.228721,923.186096,511.064729,333.483322,921.883250,579.686355,361.301679,857.617132,579.588808,357.681673,757.682723,510.954354,329.387284,808.807467,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,1.500000,1.500000,0.785398,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0,
12,10,30,0.473300,3.000000,0.319136,1.665088,-1.439640,1.333063,-1.604869,-0.093996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,165.200000,-56.474343,170.911230,165.200000,-113.340187,152.121001,798.474358,-72.647286,28.969964,798.474358,443.677246,199.579518,923.189104,410.420133,300.227242,923.189104,511.060263,333.481846,921.886918,579.682268,361.300329,857.621259,579.585310,357.680517,757.686842,510.950555,329.386029,808.811126,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,1.500000,1.500000,0.785398,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0,
12,10,30,0.362100,4.000000,0.319136,1.665088,-1.439640,1.333063,-1.604869,-0.093996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,165.200000,-56.474343,170.911230,165.200000,-113.340187,152.121001,798.474358,-72.647286,28.969964,798.474358,443.677246,199.579518,923.189104,410.420133,300.227242,923.189104,511.060263,333.481846,921.886918,579.682268,361.300329,857.621259,579.585310,357.680517,757.686842,510.950555,329.386029,808.811126,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,1.500000,1.500000,0.785398,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0,
12,10,30,0.467000,5.000000,0.319136,1.665088,-1.439633,1.333063,-1.604869,-0.093996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,165.200000,-56.474343,170.911230,165.200000,-113.340187,152.121001,798.474358,-72.647286,28.969964,798.474358,443.676505,199.579273,923.192508,410.419392,300.226997,923.192508,511.059529,333.481603,921.890985,579.681916,361.300213,857.625788,579.585552,357.680597,757.691364,510.950493,329.386009,808.815184,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,1.500000,1.500000,0.785398,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000,0,
12,10,30,0.571100,6.000000,0.319136,1.665081,-1.439633,1.333063,-1.604869,-0.093996,0.009804,0.000023,0.003650,-0.000662,0.000000,0.005745,250.000000,117.783428,25.115166,39.947039,14.684043,12.547640,9.679071,6.558658,4.603624,7.878351,0.000000,1.764765,1.873471,0.776059,5.236593,5.523463,6.542804,6.837842,6.744605,6.423488,0.000000,1.764765,1.770489,0.776057,0.706344,4.700509,6.119717,6.344112,6.081646,5.856347,0.000000,1.764765,1.779091,0.776059,2.216784,5.137269,6.542804,6.837842,6.165501,5.923119,0.000000,1.754534,1.576941,0.277419,0.260892,4.181294,4.916729,5.389543,4.531134,4.439764,0.000000,15.624771,16.576067,0.015159,8.146467,22.046614,27.202675,0.466810,31.727463,36.602538,0.152511,0.000000,0.065103,0.069067,0.000991,0.033944,0.091861,0.113344,0.019248,0.132198,0.152511,0.152511,0.000000,0.065103,0.069067,0.000991,0.033944,0.091861,0.113344,0.019248,0.132198,0.152511,-0.000000,0.000000,165.200000,-56.474343,170.911230,165.200000,-113.336449,152.122236,798.474731,-72.643548,28.971200,798.474731,443.680980,199.580751,923.189499,410.423867,300.228476,923.189499,511.063996,333.483079,921.887317,579.686004,361.301563,857.621661,579.589050,357.681753,757.687245,510.954293,329.387264,808.811525,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,0.100000,0.318766,1.402884,1.133683,0.376163,0.389675,0.411380,0.417419,0.397315,0.000000,0.000000,0.000000,0,
12,10,30,0.476700,7.000000,0.348785,1.704746,-1.454993,1.327236,-1.573686,-0.082506,0.020376,0.037247,-0.018230,0.001745,0.022409,0.005425,250.000000,112.037851,22.810387,16.891053,13.507918,12.522440,10.654288,9.646088,6.968152,9.431228,0.000000,3.667636,27.386538,24.769265,29.542001,31.536903,32.807091,33.253821,32.579690,31.761532,0.000000,3.667636,27.203137,24.566332,26.995091,5.009343,31.456420,31.377472,30.365381,30.174103,0.000000,3.667636,27.386538,24.769265,28.045272,11.808497,32.807091,33.253821,30.584378,30.297806,0.000000,3.998939,22.584285,21.488774,21.425474,4.310526,24.529292,22.835817,22.498518,22.539821,0.000000,18.552408,56.680104,0.757274,58.860564,22.412770,72.194616,1.471560,82.920771,101.220816,0.421753,0.000000,0.077302,0.236167,0.076746,0.245252,0.093387,0.300811,0.081556,0.345503,0.421753,0.421753,0.000000,0.077302,0.236167,0.076746,0.245252,0.093387,0.300811,0.081556,0.345503,0.421753,-0.000000,0.000000,165.200000,-61.516156,169.161942,165.200000,-141.352182,140.129374,795.601879,-97.026374,18.238798,795.601879,411.014162,202.988988,933.495284,374.787981,302.606576,933.495284,474.403659,338.832062,934.151715,542.964326,370.147032,871.448205,543.645062,370.087118,771.450540,475.173911,338.764269,821.004357,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.100000,0.100000,0.100000,0.847466,0.319682,1.187010,0.294763,0.344363,0.351794,0.304773,0.000000,0.000000,0.000000,0,
12,10,30,0.465600,8.000000,0.334458,1.700130,-1.458813,1.335574,-1.572813,-0.084338,-0.132901,-0.058110,-0.025002,0.076874,-0.001034,-0.020847,250.000000,112.859696,23.137958,17.958839,12.913635,11.555300,9.508231,7.535403,5.629595,8.635664,0.000000,23.922139,61.734676,44.943697,91.185069,100.232130,109.637738,115.973164,115.723209,109.324591,0.000000,23.922139,61.550328,16.220476,81.817290,91.792331,100.418032,107.157507,108.063978,101.376596,0.000000,23.922139,61.734676,23.560621,91.185069,100.232130,101.485334,108.106700,115.723209,109.324591,0.000000,20.480325,54.306862,13.403997,67.161793,75.306274,82.181078,85.176639,83.206042,78.518632,0.000000,51.715326,101.408273,0.520130,127.660482,133.806790,117.418147,4.016765,182.583304,209.125864,0.871358,0.000000,0.215481,0.422534,0.047871,0.531919,0.557528,0.489242,0.304202,0.760764,0.871358,0.871358,0.000000,0.215481,0.422534,0.047871,0.531919,0.557528,0.489242,0.304202,0.760764,0.871358,-0.000000,0.000000,165.200000,-59.086358,170.025887,165.200000,-136.580608,143.095558,795.987293,-94.005605,20.582461,795.987293,417.710177,198.410805,929.315641,382.914877,298.537161,929.315641,483.039373,333.331814,929.961810,551.961999,363.837027,867.255939,552.604015,363.846624,767.258001,483.765814,333.342674,816.814142,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.456583,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.945213,1.456583,1.456583,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,1.945213,1.456583,0.100000,0.100000,0.177545,1.018991,0.734204,0.749176,0.388067,0.370435,0.371274,0.389238,0.000000,0.000000,0.000000,0,
12,10,30,0.393400,9.000000,0.059740,1.590623,-1.503890,1.471972,-1.574685,-0.125635,-0.286302,-0.117769,-0.047789,0.144201,-0.002155,-0.037956,250.000000,131.858125,22.344394,17.026057,12.876099,11.391862,9.270226,6.983107,5.144834,8.216147,0.000000,51.534314,126.492536,89.384237,204.569971,220.625447,243.809390,259.128882,257.908734,242.363442,0.000000,51.534314,126.483818,51.208917,183.446944,201.195169,223.401824,239.473036,240.024008,223.907457,0.000000,51.534314,126.492536,60.767400,204.569971,220.625447,225.798357,241.622905,257.908734,242.363442,0.000000,46.618209,112.965904,45.972605,154.456610,170.573934,187.167764,192.198423,188.703730,178.147420,0.000000,80.689334,126.880064,1.633429,178.235904,193.899469,168.398005,6.848087,253.384782,289.561933,1.206508,0.000000,0.336206,0.528667,0.164188,0.742650,0.807914,0.701658,0.686423,1.055770,1.206508,1.206508,0.000000,0.336206,0.528667,0.164188,0.742650,0.807914,0.701658,0.686423,1.055770,1.206508,-0.000000,0.000000,165.200000,-10.746810,179.678897,165.200000,-23.334964,178.925984,801.174985,-15.591291,49.457357,801.174985,539.220100,82.641292,849.502594,532.891422,188.452198,849.502594,638.694593,194.780412,848.220918,711.656235,208.312908,784.139775,710.472487,207.852592,684.147841,637.355182,194.259564,735.080045,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.654225,3.000000,3.000000,2.431638,3.000000,1.795361,1.633572,1.498425,1.453170,0.869812,0.654225,0.654225,3.000000,3.000000,2.431638,3.000000,1.795361,1.633572,1.498425,1.453170,0.869812,0.654225,0.100000,0.100000,0.100000,0.823245,0.863642,0.623022,0.386785,0.369680,0.371514,0.389216,0.000000,0.000000,0.000000,0,
