time,Robot_ImpactVel_1,Robot_ImpactVel_2,Robot_ImpactVel_3,Robot_ImpactVel_4,Robot_ImpactVel_5,Robot_ImpactVel_6,Robot_ImpactVel_7,EE_ImpactVel_0,Robot_CRI_1,Robot_CRI_2,Robot_CRI_3,Robot_CRI_4,Robot_CRI_5,Robot_CRI_6,Robot_CRI_7,EE_CRI_0,Robot_modi_velocity_percentage1,Robot_modi_velocity_percentage2,Robot_modi_velocity_percentage3,Robot_modi_velocity_percentage4,Robot_modi_velocity_percentage5,Robot_modi_velocity_percentage6,Robot_modi_velocity_percentage7,EE_modi_velocity_percentage0,Robot_PFLFlag_1,Robot_PFLFlag_2,Robot_PFLFlag_3,Robot_PFLFlag_4,Robot_PFLFlag_5,Robot_PFLFlag_6,Robot_PFLFlag_7,EE_PFLFlag_0,max_ImpactVel,max_CRI,max_modi_velocity_percentage
2.700000,0.000000,60.872010,326.147600,394.315110,278.960446,236.710769,246.585786,252.280790,0.000000,0.207027,0.376100,0.393971,0.402718,0.463342,0.254629,0.113613,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,394.315110,0.463342,100.000000,
2.800000,0.000000,57.745582,309.437317,373.906821,272.601181,235.342746,243.919158,250.166747,0.000000,0.203704,0.369937,0.385010,0.385353,0.453007,0.271273,0.101970,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,373.906821,0.453007,100.000000,
2.900000,0.000000,49.294978,264.859206,319.285250,238.557289,209.025305,215.751136,221.605444,0.000000,0.187391,0.344395,0.355851,0.348457,0.411805,0.268546,0.083148,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,319.285250,0.411805,100.000000,
3.000000,0.000000,40.367516,217.753159,261.652008,199.289462,176.739703,181.841275,186.931703,0.000000,0.167694,0.314133,0.321365,0.309876,0.366792,0.255756,0.064768,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,261.652008,0.366792,100.000000,
3.100000,0.000000,26.252057,142.143614,170.288645,131.425890,117.552841,120.681317,124.110229,0.000000,0.132896,0.257266,0.260371,0.254758,0.297813,0.209428,0.039456,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,170.288645,0.297813,100.000000,
3.200000,0.000000,16.338006,88.716498,106.043260,82.530929,74.228121,76.097569,78.275017,0.000000,0.106306,0.208824,0.209640,0.195999,0.222294,0.160278,0.025479,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106.043260,0.222294,100.000000,
3.300000,0.000000,7.160796,38.946550,46.493029,36.344091,32.782825,33.583814,34.546666,0.000000,0.062034,0.131234,0.129338,0.124078,0.140731,0.108482,0.012112,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.493029,0.140731,100.000000,
3.400000,0.000000,1.721828,9.368554,11.178928,8.752356,7.902559,8.093694,8.326113,0.000000,0.039676,0.064401,0.060851,0.055138,0.054281,0.049844,0.005560,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.178928,0.064401,100.000000,
3.500000,0.000000,0.023811,0.028005,0.014209,0.037934,0.040225,0.041459,0.041753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041753,0.000000,100.000000,
3.600000,0.000000,5.772859,6.793621,3.444393,9.209686,9.689159,10.037821,10.117642,0.000000,0.055852,0.049154,0.053186,0.055639,0.071566,0.060426,0.007295,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.117642,0.071566,100.000000,
3.700000,0.000000,20.650519,24.304031,12.320918,32.952930,34.656334,35.914676,36.206627,0.000000,0.119683,0.100514,0.122554,0.088066,0.140151,0.123539,0.020947,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.206627,0.140151,100.000000,
3.800000,0.000000,46.244010,54.427705,27.590639,73.830940,77.634506,80.491931,81.149825,0.000000,0.185587,0.149787,0.192357,0.127112,0.223185,0.196725,0.042838,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.149825,0.223185,100.000000,
3.900000,0.000000,77.106902,90.753114,46.003841,123.218407,129.517373,134.404964,135.516296,0.000000,0.249382,0.203318,0.260717,0.158107,0.279481,0.256974,0.073520,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.516296,0.279481,100.000000,
4.000000,0.000000,119.672346,140.854825,71.397935,191.510299,201.185873,209.066929,210.821932,0.000000,0.301144,0.249201,0.338161,0.195455,0.343362,0.318600,0.112746,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,210.821932,0.343362,100.000000,
4.100000,0.000000,146.226612,172.113529,87.238158,234.453733,246.108665,256.228316,258.412750,0.000000,0.329712,0.272842,0.372312,0.224859,0.377978,0.359345,0.136175,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,258.412750,0.377978,100.000000,
4.200000,0.000000,178.417532,210.010826,106.439451,286.744415,300.710217,313.800534,316.502166,0.000000,0.364324,0.300331,0.405550,0.274399,0.414214,0.403134,0.165977,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,316.502166,0.414214,100.000000,
4.300000,0.000000,199.273219,234.568626,118.876669,321.165129,336.423399,352.041479,355.078704,0.000000,0.385692,0.317317,0.425269,0.305734,0.434745,0.430708,0.184520,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,355.078704,0.434745,100.000000,
4.400000,0.000000,208.369021,245.286257,124.297342,336.854594,352.423763,369.901131,373.067952,0.000000,0.394602,0.324499,0.433774,0.319578,0.443171,0.443852,0.191778,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,373.067952,0.443852,100.000000,
4.500000,0.000000,233.275099,274.618113,139.148026,378.331768,395.305261,416.232556,419.736116,0.000000,0.417359,0.343367,0.456659,0.356062,0.464425,0.468248,0.215469,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,419.736116,0.468248,100.000000,
4.600000,0.000000,226.194471,266.294651,134.918230,368.051633,384.056839,405.707516,409.048327,0.000000,0.411588,0.338297,0.450279,0.346395,0.459160,0.462172,0.209420,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,409.048327,0.462172,100.000000,
4.700000,0.000000,226.196450,266.309791,134.913278,369.231764,384.797557,407.784618,411.067027,0.000000,0.412143,0.338522,0.450329,0.346784,0.459822,0.468307,0.209914,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,411.067027,0.468307,100.000000,
4.800000,0.000000,226.069570,266.173015,134.831449,370.222887,385.329805,409.671397,412.903946,0.000000,0.412782,0.338735,0.450235,0.346884,0.460589,0.519946,0.208747,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,412.903946,0.519946,100.000000,
4.900000,0.000000,210.894301,248.317228,125.775087,346.466152,360.146958,384.109297,387.105959,0.000000,0.399709,0.327543,0.436337,0.325036,0.448685,0.517486,0.190709,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,387.105959,0.517486,100.000000,
5.000000,0.000000,222.523411,262.021914,132.704849,366.698745,380.712056,407.290851,410.467471,0.000000,0.411536,0.336899,0.446965,0.342002,0.459835,0.548477,0.195830,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,410.467471,0.548477,100.000000,
5.100000,0.000000,197.134905,232.137009,117.559323,325.798956,337.859929,362.484022,365.347333,0.000000,0.388176,0.317491,0.423572,0.304918,0.438402,0.539481,0.163336,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,365.347333,0.539481,100.000000,
5.200000,0.000000,171.402330,201.843093,102.210460,283.971828,294.197142,316.412468,318.963154,0.000000,0.361974,0.296466,0.399080,0.266496,0.413478,0.515072,0.132555,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,318.963154,0.515072,100.000000,
5.300000,0.000000,128.519508,151.349061,76.636398,213.368778,220.866142,238.032943,240.000105,0.000000,0.315615,0.259105,0.350948,0.200593,0.362334,0.454289,0.093558,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000105,0.454289,100.000000,
5.400000,0.000000,100.164560,117.959890,59.727035,166.554097,172.301998,185.980451,187.553847,0.000000,0.284538,0.232415,0.306640,0.176927,0.321554,0.402135,0.067568,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,187.553847,0.402135,100.000000,
5.500000,0.000000,64.818338,76.335511,38.649862,107.898382,111.573641,120.560932,121.599420,0.000000,0.231952,0.186110,0.234387,0.144742,0.264543,0.325410,0.040961,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,121.599420,0.325410,100.000000,
5.600000,0.000000,35.963370,42.353817,21.444037,59.906495,61.930555,66.963228,67.547340,0.000000,0.162509,0.130658,0.170455,0.111347,0.199497,0.241895,0.023814,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.547340,0.241895,100.000000,
5.700000,0.000000,14.682118,17.291540,8.754489,24.464786,25.288106,27.351743,27.591791,0.000000,0.102105,0.086424,0.091252,0.075860,0.120977,0.141945,0.010417,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.591791,0.141945,100.000000,
5.800000,0.000000,2.435854,2.869056,1.452400,4.058973,4.196726,4.539486,4.579463,0.000000,0.043999,0.039407,0.041180,0.045119,0.048034,0.048205,0.004280,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.579463,0.048205,100.000000,
5.900000,0.000000,4.683971,6.065125,10.431629,12.046495,12.377973,13.226505,14.550303,0.000000,0.052210,0.053825,0.052763,0.029951,0.067073,0.061281,0.008543,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.550303,0.067073,100.000000,
6.000000,0.000000,20.145790,26.270396,44.938293,51.696783,53.194340,56.927296,62.673435,0.000000,0.120564,0.137429,0.115794,0.051064,0.160744,0.136452,0.031503,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62.673435,0.160744,100.000000,
6.100000,0.000000,39.727661,52.633883,88.946166,101.399450,104.651627,112.369607,123.926140,0.000000,0.172380,0.201673,0.171096,0.072669,0.244064,0.205301,0.059589,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,123.926140,0.244064,100.000000,
6.200000,0.000000,51.347562,69.694272,115.631522,129.974212,135.871558,138.961545,158.076442,0.000000,0.201813,0.241134,0.198630,0.091195,0.282063,0.220505,0.075888,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,158.076442,0.282063,100.000000,
6.300000,0.000000,66.697448,63.264247,109.383258,142.035250,155.283154,149.772914,184.138465,0.000000,0.235644,0.250914,0.176351,0.113929,0.329972,0.229676,0.093563,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,184.138465,0.329972,100.000000,
6.400000,0.000000,82.467975,73.780720,91.395862,146.339550,161.896189,153.292894,197.665322,0.000000,0.261935,0.259293,0.134332,0.095002,0.344966,0.224816,0.107762,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,197.665322,0.344966,100.000000,
6.500000,0.000000,97.748505,107.030239,84.362801,160.324374,175.824952,166.363952,216.809294,0.000000,0.281694,0.304743,0.141240,0.052220,0.354464,0.216289,0.123005,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,216.809294,0.354464,100.000000,
6.600000,0.000000,113.237200,148.202002,90.045435,182.192795,196.020819,187.859883,241.625508,0.000000,0.299267,0.351973,0.213310,0.041089,0.338679,0.213774,0.140634,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,241.625508,0.351973,100.000000,
6.700000,0.000000,126.520362,188.923995,103.549923,205.754910,216.871128,211.822212,266.168948,0.000000,0.313816,0.386240,0.271518,0.063434,0.361477,0.219925,0.157350,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,266.168948,0.386240,100.000000,
6.800000,0.000000,138.655830,227.247142,120.775234,230.755866,239.303805,238.146660,292.283057,0.000000,0.327150,0.408437,0.287040,0.106039,0.384019,0.233200,0.173908,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,292.283057,0.408437,100.000000,
6.900000,0.000000,167.888643,300.761189,159.657660,289.092902,296.837664,299.809543,356.014573,0.000000,0.359411,0.448414,0.313051,0.139491,0.425378,0.259873,0.214651,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,356.014573,0.448414,100.000000,
7.000000,0.000000,149.441424,293.638271,159.514099,269.543497,275.938652,280.875286,320.132984,0.000000,0.339192,0.430124,0.305704,0.152604,0.410400,0.255274,0.188444,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,320.132984,0.430124,100.000000,
7.100000,0.000000,152.306499,326.550345,183.533671,289.944901,297.892350,303.078149,332.425125,0.000000,0.342436,0.442728,0.316806,0.168580,0.420485,0.267766,0.191155,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,332.425125,0.442728,100.000000,
